id,hall_id,hall_num
7556,211,27
8980,211,27
4767,146,8
4768,146,8
5913,146,8
4306,146,8
5910,146,8
6045,146,8
4876,146,8
4462,146,8
4394,146,8
7451,213,29
7438,213,29
7439,213,29
7452,213,29
7440,213,29
7453,213,29
7454,213,29
7441,213,29
7442,213,29
7443,213,29
7446,213,29
7445,213,29
7444,213,29
7449,213,29
7447,213,29
7448,213,29
7456,213,29
7520,213,29
7450,213,29
7455,213,29
5692,196,11
5302,196,11
5683,196,11
5681,196,11
5680,196,11
6040,196,11
5798,196,11
5786,196,11
5792,196,11
5326,196,11
5690,196,11
5693,196,11
5779,196,11
5581,196,11
5782,196,11
5580,196,11
5578,196,11
5577,196,11
5579,196,11
5568,196,11
5567,196,11
5365,196,11
5686,196,11
5783,196,11
5348,196,11
5780,196,11
5797,196,11
5575,196,11
5576,196,11
5791,196,11
5585,196,11
5684,196,11
5582,196,11
5793,196,11
5687,196,11
5304,196,11
5289,196,11
5569,196,11
5689,196,11
5586,196,11
5572,196,11
5571,196,11
5570,196,11
5691,196,11
5356,196,11
5573,196,11
5587,196,11
5781,196,11
5566,196,11
5564,196,11
5588,196,11
5796,196,11
5794,196,11
5795,196,11
5300,196,11
5688,196,11
5790,196,11
5789,196,11
5788,196,11
5583,196,11
5785,196,11
5784,196,11
5290,196,11
5333,196,11
5574,196,11
5360,196,11
5346,196,11
5371,196,11
5584,196,11
5283,196,11
5340,196,11
5372,196,11
5685,196,11
5682,196,11
5679,196,11
8803,196,11
5787,196,11
8804,196,11
8805,196,11
8806,196,11
6981,201,17
7070,201,17
7047,201,17
6908,201,17
6880,201,17
6797,201,17
6951,201,17
6950,201,17
6996,201,17
6814,201,17
7004,201,17
6980,201,17
6895,201,17
6800,201,17
6850,201,17
6848,201,17
6847,201,17
6840,201,17
6971,201,17
6970,201,17
6928,201,17
6931,201,17
6929,201,17
6912,201,17
6911,201,17
7001,201,17
6976,201,17
6913,201,17
6935,201,17
6888,201,17
6887,201,17
6886,201,17
6817,201,17
7043,201,17
7042,201,17
6965,201,17
6820,201,17
7052,201,17
7049,201,17
7048,201,17
6783,201,17
6785,201,17
6818,201,17
6819,201,17
7129,201,17
6776,201,17
7127,201,17
6927,202,18
7014,202,18
7058,202,18
6548,202,18
6988,202,18
6989,202,18
6990,202,18
7035,202,18
7034,202,18
6994,202,18
6826,202,18
6827,202,18
6889,202,18
6992,202,18
6563,202,18
6564,202,18
6942,202,18
7056,202,18
6555,202,18
6549,202,18
6550,202,18
5698,195,10
5597,195,10
5778,195,10
5362,195,10
5697,195,10
5696,195,10
5694,195,10
5596,195,10
5594,195,10
5593,195,10
5595,195,10
5589,195,10
5592,195,10
5590,195,10
5591,195,10
5777,195,10
5776,195,10
5403,195,10
5308,195,10
5352,195,10
5598,195,10
5695,195,10
5775,195,10
4811,206,22
4725,206,22
4724,206,22
4534,206,22
4504,206,22
4505,206,22
4547,206,22
4548,206,22
4691,206,22
4689,206,22
4692,206,22
4539,206,22
4536,206,22
4711,206,22
4712,206,22
4713,206,22
4715,206,22
4816,206,22
4639,206,22
4641,206,22
4815,206,22
4826,206,22
4931,206,22
4823,206,22
4822,206,22
4421,207,23
4422,207,23
4607,207,23
4606,207,23
4570,207,23
4936,207,23
4638,207,23
4668,207,23
4584,207,23
4586,207,23
4553,207,23
4552,207,23
4556,207,23
4723,207,23
4510,207,23
4538,207,23
4819,207,23
4820,207,23
4821,207,23
4934,207,23
4935,207,23
8807,207,23
4647,207,23
4648,207,23
4493,207,23
4494,207,23
4705,207,23
4707,207,23
4631,207,23
4937,207,23
4649,207,23
4450,207,23
4601,207,23
4358,207,23
4618,207,23
4620,207,23
4622,207,23
4665,207,23
4452,207,23
4353,207,23
4360,207,23
4824,207,23
4495,207,23
4305,207,23
4503,207,23
4346,207,23
4448,207,23
4445,207,23
4357,207,23
4825,207,23
4326,147,9
4327,147,9
4325,147,9
4330,147,9
4331,147,9
4350,147,9
4471,147,9
4475,147,9
4481,147,9
4336,147,9
4337,147,9
4338,147,9
4877,147,9
5809,147,9
4258,147,9
4198,147,9
4161,150,14
4162,150,14
4163,150,14
3945,150,14
4164,150,14
4165,150,14
4166,150,14
4167,150,14
4168,150,14
4169,150,14
4170,150,14
4904,150,14
4907,150,14
4908,150,14
4190,149,11
4192,149,11
4766,149,11
4193,149,11
4194,149,11
4771,149,11
4024,149,11
4025,149,11
4177,149,11
4909,149,11
4179,148,10
4259,148,10
4260,148,10
4261,148,10
4262,148,10
4131,148,10
4769,148,10
4130,148,10
4770,148,10
4037,148,10
4039,148,10
4292,148,10
4866,148,10
5834,148,10
5347,152,16
5338,152,16
5303,152,16
5321,152,16
5297,152,16
4244,152,16
4245,152,16
4250,152,16
4022,152,16
4023,152,16
4901,152,16
4102,152,16
4246,153,17
4249,153,17
4247,153,17
4248,153,17
4251,153,17
4252,153,17
4255,153,17
4254,153,17
4253,153,17
4256,153,17
4257,153,17
4926,153,17
4927,153,17
4234,154,18
4235,154,18
4962,154,18
4961,154,18
4960,154,18
4941,154,18
4263,154,18
4264,154,18
4942,154,18
4265,154,18
4209,154,18
4211,154,18
4212,154,18
4896,154,18
4865,203,19
4140,155,19
4142,155,19
4143,155,19
4144,155,19
4147,155,19
4892,155,19
4135,155,19
4137,155,19
4138,155,19
4139,155,19
4266,155,19
4228,155,19
4129,155,19
4225,155,19
4276,155,19
4141,156,20
4928,156,20
4146,156,20
4145,156,20
4148,156,20
4150,156,20
4149,156,20
4151,156,20
4154,156,20
4152,156,20
4155,156,20
4153,156,20
4156,156,20
4157,156,20
4158,156,20
4762,156,20
4763,156,20
4948,156,20
4267,157,21
4268,157,21
4269,157,21
4271,157,21
4272,157,21
4270,157,21
4230,157,21
4003,157,21
4004,157,21
4005,157,21
4006,157,21
4125,157,21
4033,157,21
7087,161,25
7092,161,25
7081,161,25
7080,161,25
7118,161,25
7076,161,25
7075,161,25
4899,161,25
4915,161,25
4893,161,25
4912,161,25
4108,159,23
4109,159,23
4110,159,23
4958,159,23
4111,159,23
4957,159,23
4955,159,23
4956,159,23
4954,159,23
6580,159,23
4083,159,23
4176,159,23
4278,159,23
